EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
954,0.4523809523809524,No,Travel_Frequently,Research & Development,0.42857142857142855,3,Life Sciences,Male,1,Laboratory Technician,Divorced,0.6995409162412919,0.125,0.07142857142857142,1,0.21428571428571427,1.0,0.3333333333333333,0.14285714285714285,0.21428571428571427,3.0,4.0,2.0,3,3
955,0.38095238095238093,No,Travel_Rarely,Research & Development,0.21428571428571427,2,Life Sciences,Male,1,Healthcare Representative,Married,0.07499438184211371,0.125,0.14285714285714285,0,0.35714285714285715,1.0,0.5555555555555556,1.0,0.5,2.0,4.0,3.0,3,3
956,0.11904761904761904,Yes,Travel_Rarely,Research & Development,0.39285714285714285,2,Medical,Male,2,Research Scientist,Divorced,0.41837619185206587,0.125,0.21428571428571427,2,0.10714285714285714,0.5,0.16666666666666666,0.0,0.14285714285714285,3.0,4.0,3.0,3,3
957,0.6190476190476191,No,Travel_Rarely,Human Resources,0.0,3,Life Sciences,Male,1,Research Scientist,Married,0.24559375902918232,0.125,0.21428571428571427,0,0.32142857142857145,0.25,0.4444444444444444,0.8571428571428571,0.5,3.0,4.0,3.0,4,3
958,0.40476190476190477,No,Travel_Frequently,Research & Development,0.42857142857142855,3,Life Sciences,Male,3,Sales Executive,Single,0.06632636681755434,0.0,0.35714285714285715,0,0.21428571428571427,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,1.0,4.0,4.0,3,3
959,0.5952380952380952,No,Travel_Rarely,Research & Development,0.8571428571428571,4,Life Sciences,Male,2,Sales Executive,Married,0.07775530514623262,0.125,0.0,0,0.35714285714285715,0.5,0.5555555555555556,1.0,0.5714285714285714,4.0,4.0,3.0,1,3
960,0.14285714285714285,No,Travel_Rarely,Research & Development,0.17857142857142858,3,Life Sciences,Male,3,Sales Executive,Married,0.0027609233041189125,0.125,0.14285714285714285,0,0.17857142857142858,0.75,0.2777777777777778,0.0,0.2857142857142857,3.0,3.0,3.0,3,3
961,0.5476190476190477,No,Travel_Rarely,Sales,0.17857142857142858,4,Marketing,Male,1,Research Scientist,Single,0.11634402388519696,0.125,0.42857142857142855,0,0.35714285714285715,0.75,0.5555555555555556,1.0,0.5,4.0,3.0,3.0,3,3
962,0.2619047619047619,No,Travel_Rarely,Research & Development,0.03571428571428571,2,Life Sciences,Male,2,Research Scientist,Married,1.0,1.0,0.0,1,0.32142857142857145,0.5,0.2777777777777778,0.14285714285714285,0.14285714285714285,4.0,3.0,3.0,3,3
963,0.42857142857142855,No,Travel_Rarely,Human Resources,0.0,4,Life Sciences,Female,3,Research Scientist,Single,0.19891489293396256,0.375,0.0,1,0.6071428571428571,0.5,0.7222222222222222,0.8571428571428571,0.5,3.0,4.0,2.0,1,3
964,0.6428571428571429,No,Non-Travel,Sales,0.03571428571428571,3,Life Sciences,Female,2,Manufacturing Director,Married,0.47430094064014894,0.375,0.2857142857142857,2,0.8928571428571429,0.75,1.0,1.0,0.2857142857142857,3.0,3.0,2.0,2,3
965,0.14285714285714285,Yes,Travel_Rarely,Sales,0.17857142857142858,2,Medical,Female,2,Manager,Married,0.06407910366303894,0.125,0.07142857142857142,0,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,4.0,3.0,3.0,2,3
966,0.6904761904761905,Yes,Travel_Frequently,Research & Development,0.0,3,Medical,Female,2,Sales Executive,Married,1.0,0.875,0.0,2,0.8928571428571429,0.25,1.0,1.0,0.7142857142857143,3.0,3.0,1.0,3,3
967,0.19047619047619047,No,Travel_Rarely,Research & Development,0.2857142857142857,1,Medical,Male,1,Sales Executive,Married,0.6213361584641561,0.125,0.21428571428571427,1,0.10714285714285714,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,3.0,4.0,3,3
968,0.6428571428571429,No,Travel_Rarely,Research & Development,0.0,4,Life Sciences,Male,1,Research Director,Single,0.12411313364795018,0.125,0.7857142857142857,1,0.75,1.0,1.0,1.0,0.42857142857142855,4.0,2.0,3.0,3,4
969,0.3333333333333333,No,Travel_Frequently,Sales,0.0,1,Marketing,Male,2,Laboratory Technician,Married,0.5039648142797521,0.75,0.35714285714285715,1,0.35714285714285715,0.5,0.2777777777777778,0.14285714285714285,0.21428571428571427,1.0,3.0,2.0,3,3
970,0.30952380952380953,No,Travel_Rarely,Research & Development,0.4642857142857143,2,Life Sciences,Male,1,Sales Executive,Married,1.0,0.125,0.0,2,0.21428571428571427,1.0,0.2777777777777778,0.0,0.21428571428571427,2.0,3.0,4.0,3,3
971,0.5476190476190477,No,Non-Travel,Sales,0.03571428571428571,2,Medical,Male,2,Research Scientist,Married,0.6285274005586055,0.75,0.21428571428571427,2,0.35714285714285715,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,3.0,2.0,3.0,1,3
972,0.5238095238095238,No,Travel_Rarely,Research & Development,0.75,2,Technical Degree,Male,1,Healthcare Representative,Married,0.08436867957237792,0.25,0.35714285714285715,1,0.6428571428571429,0.5,0.05555555555555555,0.0,0.0,2.0,1.0,3.0,3,3
973,0.14285714285714285,No,Travel_Rarely,Research & Development,0.07142857142857142,3,Life Sciences,Female,1,Research Scientist,Divorced,0.026132460111079007,0.125,0.2857142857142857,1,0.21428571428571427,0.75,0.3333333333333333,0.14285714285714285,0.14285714285714285,2.0,1.0,4.0,2,3
974,0.6666666666666666,No,Travel_Rarely,Research & Development,0.17857142857142858,3,Medical,Male,4,Sales Executive,Single,0.231532312433786,0.75,0.07142857142857142,0,0.6785714285714286,0.75,0.5555555555555556,0.0,0.6428571428571429,3.0,2.0,3.0,2,3
975,0.40476190476190477,No,Travel_Rarely,Sales,0.25,4,Life Sciences,Male,1,Laboratory Technician,Married,0.09322931715303862,0.25,0.6428571428571429,1,0.6071428571428571,1.0,0.3888888888888889,0.0,0.5,4.0,3.0,3.0,3,4
976,0.2857142857142857,No,Travel_Rarely,Sales,0.2857142857142857,4,Marketing,Male,1,Laboratory Technician,Married,0.49523259173649237,0.125,0.42857142857142855,1,0.35714285714285715,0.75,0.5555555555555556,0.0,0.5714285714285714,2.0,4.0,2.0,3,3
977,0.6904761904761905,No,Non-Travel,Research & Development,0.07142857142857142,2,Life Sciences,Female,2,Sales Executive,Married,0.18915535009149573,0.875,0.07142857142857142,1,0.14285714285714285,1.0,0.05555555555555555,0.0,0.0,3.0,2.0,1.0,3,3
978,0.6666666666666666,No,Travel_Rarely,Research & Development,0.0,4,Technical Degree,Female,3,Sales Executive,Divorced,0.5745288773315356,0.5,0.6428571428571429,0,0.4642857142857143,0.25,0.5555555555555556,0.0,0.21428571428571427,3.0,4.0,2.0,3,4
979,0.42857142857142855,Yes,Travel_Rarely,Research & Development,0.0,3,Medical,Male,2,Manufacturing Director,Divorced,0.15197919676394106,0.625,0.6428571428571429,0,0.5714285714285714,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,1.0,3.0,3,4
980,0.3333333333333333,Yes,Travel_Rarely,Research & Development,0.8928571428571429,3,Medical,Female,2,Research Director,Single,0.5017175511252367,0.75,0.14285714285714285,2,0.35714285714285715,0.75,0.0,0.0,0.0,1.0,2.0,3.0,3,3
981,0.11904761904761904,No,Travel_Rarely,Sales,0.17857142857142858,4,Life Sciences,Male,3,Manufacturing Director,Single,0.5979646216571961,0.125,0.21428571428571427,2,0.10714285714285714,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,3.0,2.0,1.0,3,3
982,0.30952380952380953,No,Travel_Frequently,Sales,0.07142857142857142,3,Marketing,Male,2,Sales Executive,Single,0.23191755754598864,0.25,0.5,1,0.32142857142857145,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,4.0,4.0,2.0,3,3
983,0.5,No,Non-Travel,Research & Development,0.07142857142857142,3,Life Sciences,Female,2,Manufacturing Director,Married,0.6399563388872836,0.125,0.0,0,0.32142857142857145,0.75,0.5,0.7142857142857143,0.5714285714285714,4.0,4.0,3.0,2,3
984,0.3333333333333333,No,Travel_Rarely,Research & Development,0.17857142857142858,3,Technical Degree,Male,1,Research Scientist,Married,0.17021413207486596,0.375,0.0,2,0.35714285714285715,0.0,0.2222222222222222,0.0,0.14285714285714285,4.0,3.0,1.0,2,3
985,0.5238095238095238,No,Travel_Rarely,Sales,0.17857142857142858,3,Life Sciences,Male,3,Manufacturing Director,Single,0.6082378246492665,0.125,0.0,1,0.75,1.0,1.0,1.0,0.5714285714285714,2.0,2.0,2.0,2,3
986,0.6428571428571429,No,Travel_Rarely,Research & Development,0.6428571428571429,4,Medical,Male,1,Sales Representative,Married,0.3923079392596873,0.5,0.2857142857142857,0,0.32142857142857145,0.5,0.2777777777777778,0.0,0.21428571428571427,3.0,3.0,4.0,3,3
987,0.2857142857142857,No,Travel_Frequently,Sales,0.2857142857142857,3,Life Sciences,Male,1,Research Director,Single,0.5504510578188706,0.0,0.07142857142857142,1,0.35714285714285715,0.5,0.5,0.0,0.5,4.0,1.0,3.0,3,3
988,0.14285714285714285,No,Travel_Frequently,Sales,0.07142857142857142,4,Marketing,Male,1,Sales Executive,Married,0.22466210793283894,0.0,0.0,1,0.10714285714285714,1.0,0.1111111111111111,0.2857142857142857,0.07142857142857142,1.0,4.0,,3,3
989,0.2857142857142857,Yes,Travel_Frequently,Research & Development,0.32142857142857145,3,Life Sciences,Female,1,Human Resources,Divorced,0.07692060740312691,0.75,0.21428571428571427,0,0.21428571428571427,1.0,0.2222222222222222,0.14285714285714285,0.14285714285714285,3.0,4.0,2.0,3,3
990,0.30952380952380953,No,Travel_Rarely,Research & Development,0.07142857142857142,2,Life Sciences,Male,3,Laboratory Technician,Married,0.4332081286718675,0.125,0.2857142857142857,2,0.21428571428571427,0.75,0.2777777777777778,0.0,0.14285714285714285,1.0,3.0,3.0,4,3
991,0.21428571428571427,No,Travel_Rarely,Sales,0.07142857142857142,3,Life Sciences,Male,1,Manager,Single,0.36501974381200036,0.125,0.14285714285714285,1,0.21428571428571427,0.5,0.3333333333333333,0.14285714285714285,0.2857142857142857,3.0,4.0,2.0,2,3
992,0.2619047619047619,Yes,Travel_Rarely,Sales,0.10714285714285714,3,Marketing,Male,5,Research Scientist,Single,0.1722045651545796,0.125,0.14285714285714285,0,0.07142857142857142,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,2.0,3.0,3,3
993,0.2619047619047619,No,Travel_Frequently,Research & Development,0.25,4,Life Sciences,Female,1,Sales Executive,Single,0.08783588558220168,1.0,0.7142857142857143,1,0.35714285714285715,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,3.0,4.0,3,4
994,0.2857142857142857,No,Travel_Rarely,Sales,0.21428571428571427,3,Life Sciences,Male,3,Sales Executive,Divorced,0.08372660438537352,0.25,0.0,0,0.42857142857142855,1.0,0.3888888888888889,0.14285714285714285,0.5,3.0,1.0,3.0,3,3
995,0.38095238095238093,No,Travel_Rarely,Research & Development,0.0,2,Medical,Female,2,Healthcare Representative,Married,1.0,0.0,0.0,0,0.21428571428571427,1.0,0.2777777777777778,0.14285714285714285,0.14285714285714285,4.0,4.0,3.0,2,3
996,0.35714285714285715,No,Non-Travel,Research & Development,0.03571428571428571,4,Medical,Male,1,Sales Representative,Single,0.101897332177598,1.0,0.21428571428571427,1,0.4642857142857143,1.0,0.6111111111111112,0.14285714285714285,0.5,4.0,2.0,2.0,3,3
997,0.7380952380952381,No,Travel_Rarely,Sales,0.07142857142857142,4,Marketing,Male,1,Sales Executive,Single,0.2387877620469357,0.375,0.0,1,0.2857142857142857,1.0,0.2777777777777778,0.0,0.2857142857142857,4.0,4.0,4.0,3,3
998,0.35714285714285715,Yes,Travel_Rarely,Research & Development,0.32142857142857145,3,Life Sciences,Male,1,Sales Executive,Single,0.21143535908054834,0.25,0.14285714285714285,0,0.39285714285714285,0.75,0.0,0.0,0.0,1.0,1.0,2.0,1,3
999,0.47619047619047616,No,Travel_Frequently,Research & Development,0.9642857142857143,3,Medical,Male,1,Healthcare Representative,Married,0.12648881183986646,0.5,0.07142857142857142,1,0.32142857142857145,0.75,0.3333333333333333,0.0,0.35714285714285715,3.0,2.0,2.0,3,3
1000,0.30952380952380953,Yes,Travel_Rarely,Human Resources,0.2857142857142857,4,Human Resources,Male,2,Laboratory Technician,Married,1.0,0.25,0.21428571428571427,2,0.35714285714285715,0.5,0.05555555555555555,0.0,0.0,1.0,3.0,3.0,3,3
1001,0.2619047619047619,No,Travel_Rarely,Research & Development,0.07142857142857142,4,Other,Female,2,Sales Representative,Divorced,0.29432726572281614,0.125,0.14285714285714285,1,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,4.0,1.0,3.0,3,3
1002,0.2857142857142857,No,Travel_Rarely,Research & Development,0.03571428571428571,1,Medical,Male,1,Sales Representative,Married,0.6058621464573501,0.375,0.5,1,0.35714285714285715,0.75,0.3888888888888889,0.14285714285714285,0.5,3.0,3.0,3.0,3,3
1003,0.3333333333333333,No,Non-Travel,Research & Development,0.32142857142857145,4,Life Sciences,Female,1,Laboratory Technician,Single,0.49638832707310027,0.25,0.0,1,0.42857142857142855,0.5,0.3888888888888889,0.0,0.5,2.0,2.0,3.0,3,3
1004,0.47619047619047616,No,Travel_Rarely,Research & Development,0.25,2,Technical Degree,Female,1,Manufacturing Director,Married,0.09663231564416193,0.375,0.0,0,0.5357142857142857,0.5,0.05555555555555555,0.14285714285714285,0.0,2.0,4.0,3.0,2,3
1005,0.5952380952380952,Yes,Travel_Frequently,Research & Development,0.0,4,Other,Male,3,Sales Executive,Married,0.42672316928312304,1.0,0.07142857142857142,1,0.21428571428571427,0.75,0.05555555555555555,0.0,0.0,3.0,3.0,3.0,3,3
1006,0.5714285714285714,No,Travel_Rarely,Human Resources,0.0,3,Other,Female,1,Healthcare Representative,Divorced,1.0,1.0,0.14285714285714285,1,0.25,0.75,0.2777777777777778,0.0,0.2857142857142857,2.0,2.0,2.0,3,3
1007,0.8809523809523809,No,Travel_Rarely,Research & Development,0.07142857142857142,2,Life Sciences,Female,1,Sales Executive,Married,0.4072040835981893,1.0,0.6428571428571429,1,1.0,0.75,0.05555555555555555,0.0,0.0,3.0,1.0,3.0,3,4
1008,0.35714285714285715,No,Non-Travel,Research & Development,0.4642857142857143,3,Other,Male,1,Research Scientist,Divorced,0.6299399659700151,0.625,0.07142857142857142,0,0.39285714285714285,0.5,0.5,0.14285714285714285,0.5,4.0,2.0,2.0,3,3
1009,0.5476190476190477,No,Travel_Rarely,Research & Development,0.14285714285714285,3,Medical,Male,1,Sales Representative,Divorced,0.7165559086969084,0.125,0.5714285714285714,0,0.17857142857142858,0.5,0.2777777777777778,0.0,0.2857142857142857,3.0,1.0,3.0,3,3
1010,0.38095238095238093,No,Non-Travel,Research & Development,0.21428571428571427,4,Medical,Female,1,Research Scientist,Divorced,1.0,0.125,0.7142857142857143,0,0.5357142857142857,1.0,0.8333333333333334,0.0,0.5,4.0,3.0,3.0,2,4
1011,0.8333333333333334,No,Non-Travel,Research & Development,0.32142857142857145,4,Medical,Male,2,Healthcare Representative,Married,0.06812417734116664,0.5,0.14285714285714285,2,0.9642857142857143,0.5,0.16666666666666666,0.0,0.14285714285714285,1.0,3.0,2.0,4,3
1012,0.5952380952380952,No,Travel_Rarely,Sales,0.5357142857142857,2,Marketing,Female,1,Laboratory Technician,Single,0.37067000545763906,0.0,0.35714285714285715,1,0.35714285714285715,0.5,0.5,0.14285714285714285,0.5714285714285714,2.0,4.0,3.0,3,3
1013,0.38095238095238093,No,Travel_Rarely,Sales,0.32142857142857145,2,Life Sciences,Female,5,Sales Executive,Single,0.4346849016019776,0.625,0.07142857142857142,1,0.21428571428571427,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,4.0,3.0,3,3
1014,0.07142857142857142,Yes,Travel_Rarely,Sales,0.0,2,Marketing,Male,5,Healthcare Representative,Single,0.11441779832418376,0.125,0.21428571428571427,0,0.03571428571428571,0.75,0.05555555555555555,0.14285714285714285,0.0,2.0,2.0,3.0,4,3
1015,0.47619047619047616,No,Travel_Rarely,Research & Development,0.25,2,Life Sciences,Female,2,Sales Executive,Married,0.1407428809913641,0.125,0.0,1,0.17857142857142858,0.75,0.2777777777777778,0.0,0.2857142857142857,4.0,3.0,3.0,2,3
1016,0.09523809523809523,Yes,Travel_Rarely,Research & Development,0.0,3,Other,Male,4,Research Scientist,Married,0.2541975665350413,0.125,0.21428571428571427,0,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,3.0,1.0,3.0,3,3
1017,0.30952380952380953,No,Travel_Rarely,Research & Development,0.25,5,Life Sciences,Male,5,Sales Executive,Married,0.7776172589810266,0.125,0.07142857142857142,2,0.4642857142857143,1.0,0.6666666666666666,0.7142857142857143,0.5,1.0,4.0,3.0,2,3
1018,0.7857142857142857,No,Travel_Rarely,Research & Development,0.0,4,Life Sciences,Female,1,Manager,Married,0.19416353655013002,0.25,0.21428571428571427,0,0.5357142857142857,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,3.0,3.0,3,3
1019,0.4523809523809524,No,Travel_Rarely,Research & Development,0.8214285714285714,1,Life Sciences,Male,2,Sales Executive,Married,0.14652155767440367,0.125,0.35714285714285715,3,0.17857142857142858,0.5,0.2777777777777778,0.0,0.21428571428571427,2.0,2.0,3.0,2,3
1020,0.6666666666666666,No,Travel_Rarely,Sales,0.07142857142857142,4,Marketing,Female,1,Sales Representative,Divorced,0.20950913351953515,0.875,0.14285714285714285,0,0.8571428571428571,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,4,3
1021,0.42857142857142855,No,Travel_Rarely,Research & Development,0.9285714285714286,3,Technical Degree,Female,4,Research Scientist,Married,0.25984782818068,0.875,0.07142857142857142,0,0.5357142857142857,0.5,0.6666666666666666,0.7142857142857143,0.5,4.0,1.0,3.0,2,3
1022,0.6190476190476191,Yes,Travel_Frequently,Sales,0.32142857142857145,4,Life Sciences,Male,1,Research Scientist,Divorced,0.11782079681530708,0.125,0.07142857142857142,0,0.21428571428571427,0.5,0.2777777777777778,0.2857142857142857,0.21428571428571427,3.0,2.0,2.0,4,3
1023,0.4523809523809524,No,Travel_Rarely,Research & Development,0.6428571428571429,2,Technical Degree,Male,2,Sales Executive,Divorced,0.10876753667854505,0.25,0.21428571428571427,0,0.6785714285714286,0.5,0.5555555555555556,0.5714285714285714,0.5,3.0,2.0,2.0,3,3
1024,0.40476190476190477,Yes,Travel_Rarely,Research & Development,0.5,4,Life Sciences,Male,2,Research Scientist,Single,0.057465729236893644,0.125,0.7857142857142857,1,0.35714285714285715,1.0,0.5555555555555556,1.0,0.5,3.0,4.0,3.0,3,4
1025,0.35714285714285715,No,Travel_Rarely,Research & Development,0.25,5,Medical,Male,2,Laboratory Technician,Married,0.4632572474236733,0.75,0.5714285714285714,0,0.5,0.75,0.5555555555555556,1.0,0.42857142857142855,4.0,1.0,3.0,3,3
1026,0.23809523809523808,No,Travel_Rarely,Sales,0.2857142857142857,3,Medical,Female,2,Sales Executive,Married,0.2412276477575524,0.125,0.07142857142857142,0,0.17857142857142858,0.75,0.2777777777777778,0.0,0.21428571428571427,3.0,4.0,4.0,3,3
1027,0.5,No,Travel_Rarely,Sales,0.07142857142857142,4,Marketing,Female,2,Laboratory Technician,Single,0.10279623743940415,0.875,0.07142857142857142,0,0.32142857142857145,0.5,0.2222222222222222,0.2857142857142857,0.14285714285714285,3.0,3.0,3.0,2,3
1028,0.6666666666666666,No,Non-Travel,Research & Development,0.2857142857142857,2,Life Sciences,Male,2,Manufacturing Director,Single,0.30318790330347684,1.0,0.42857142857142855,0,0.21428571428571427,0.5,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,2.0,3.0,3,3
1029,0.5238095238095238,No,Travel_Rarely,Research & Development,0.03571428571428571,2,Medical,Male,1,Research Director,Married,0.09823750361167292,0.5,0.07142857142857142,1,0.25,0.75,0.2222222222222222,0.0,0.14285714285714285,3.0,1.0,2.0,3,3
1030,0.5714285714285714,No,Travel_Rarely,Research & Development,0.21428571428571427,4,Other,Female,2,Laboratory Technician,Married,0.30209637548556934,0.625,0.0,0,0.35714285714285715,0.5,0.0,0.0,0.0,2.0,1.0,2.0,3,3
1031,0.40476190476190477,No,Non-Travel,Sales,0.32142857142857145,1,Life Sciences,Female,2,Research Director,Divorced,0.21278371697325757,0.25,0.5,3,0.5357142857142857,0.75,0.3888888888888889,0.14285714285714285,0.5,2.0,4.0,3.0,3,3
1032,0.47619047619047616,No,Non-Travel,Sales,0.17857142857142858,4,Marketing,Male,3,Sales Executive,Divorced,0.40624097081768273,0.625,0.0,0,0.4642857142857143,0.75,0.6111111111111112,0.42857142857142855,0.5714285714285714,1.0,2.0,3.0,3,3
1033,0.38095238095238093,Yes,Travel_Frequently,Research & Development,0.03571428571428571,1,Life Sciences,Male,1,Manufacturing Director,Married,0.8019519085684934,0.5,0.8571428571428571,2,0.39285714285714285,0.5,0.3888888888888889,0.0,0.5,4.0,1.0,2.0,4,4
1034,0.4523809523809524,Yes,Travel_Rarely,Research & Development,0.8214285714285714,3,Life Sciences,Male,1,Laboratory Technician,Single,0.8185816559119072,0.125,0.0,1,0.35714285714285715,1.0,0.5555555555555556,0.0,0.5714285714285714,4.0,1.0,1.0,3,3
1035,0.5,No,Travel_Frequently,Research & Development,0.03571428571428571,1,Medical,Male,2,Healthcare Representative,Divorced,0.2662043725320235,0.25,0.5,1,0.25,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,4.0,3.0,2,3
1036,0.5952380952380952,No,Non-Travel,Human Resources,0.25,5,Medical,Female,3,Sales Executive,Single,0.08019519085684934,0.5,0.5,0,0.25,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,1.0,3.0,2.0,3,3
1037,0.5476190476190477,No,Travel_Rarely,Research & Development,0.07142857142857142,3,Life Sciences,Male,3,Research Scientist,Single,0.16616905839673826,0.375,0.14285714285714285,1,0.39285714285714285,0.5,0.16666666666666666,0.14285714285714285,0.14285714285714285,2.0,2.0,1.0,1,3
1038,0.5476190476190477,No,Travel_Rarely,Research & Development,0.0,1,Technical Degree,Male,3,Laboratory Technician,Divorced,0.09669652316286237,0.0,0.5,0,0.8214285714285714,0.5,1.0,1.0,0.35714285714285715,3.0,3.0,4.0,2,3
1039,0.2857142857142857,No,Travel_Rarely,Sales,0.8928571428571429,3,Marketing,Female,2,Manager,Single,0.21901184628720022,1.0,0.0,0,0.32142857142857145,0.75,0.3888888888888889,0.0,0.14285714285714285,1.0,3.0,3.0,3,3
1040,0.19047619047619047,Yes,Travel_Rarely,Human Resources,0.03571428571428571,1,Technical Degree,Female,3,Sales Executive,Married,0.3575716716427494,0.0,0.2857142857142857,2,0.21428571428571427,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,4.0,2.0,3.0,2,3
1041,0.6666666666666666,Yes,Travel_Rarely,Research & Development,0.32142857142857145,3,Medical,Male,1,Sales Executive,Married,0.2191402613246011,0.5,0.0,1,0.4642857142857143,0.5,0.5,0.42857142857142855,0.5,4.0,2.0,4.0,3,3
1042,0.5238095238095238,No,Travel_Rarely,Sales,0.9285714285714286,2,Medical,Female,3,Sales Executive,Divorced,0.594882660759575,0.5,0.5,0,0.42857142857142855,0.75,0.2777777777777778,0.0,0.21428571428571427,3.0,4.0,3.0,3,3
1043,0.38095238095238093,No,Travel_Rarely,Research & Development,0.03571428571428571,3,Life Sciences,Male,2,Laboratory Technician,Married,0.2782753860477062,0.125,0.21428571428571427,0,0.35714285714285715,1.0,0.5555555555555556,0.5714285714285714,0.5714285714285714,2.0,3.0,3.0,2,3
1044,0.9523809523809523,No,Non-Travel,Research & Development,0.03571428571428571,4,Medical,Male,1,Laboratory Technician,Divorced,0.08777167806350124,0.5,0.07142857142857142,1,1.0,0.75,0.8888888888888888,1.0,1.0,2.0,2.0,2.0,3,3
1045,0.40476190476190477,No,Travel_Rarely,Research & Development,0.25,1,Technical Degree,Female,3,Manufacturing Director,Married,0.2784680086038075,0.0,0.21428571428571427,0,0.21428571428571427,0.75,0.2777777777777778,0.0,0.21428571428571427,2.0,3.0,4.0,2,3
1046,0.6904761904761905,No,Travel_Rarely,Research & Development,0.6428571428571429,5,Medical,Female,2,Research Scientist,Divorced,0.11672926899739959,1.0,0.21428571428571427,1,1.0,0.75,1.0,1.0,0.7142857142857143,3.0,2.0,3.0,3,3
1047,0.5238095238095238,No,Travel_Rarely,Research & Development,0.0,4,Life Sciences,Male,2,Manager,Divorced,1.0,0.25,0.14285714285714285,1,0.5357142857142857,0.75,0.3888888888888889,1.0,0.5,2.0,1.0,3.0,3,3
1048,0.8571428571428571,No,Travel_Rarely,Sales,0.9285714285714286,4,Medical,Male,1,Research Scientist,Married,0.1362483546823333,0.5,0.21428571428571427,0,0.5,0.75,0.3888888888888889,0.14285714285714285,0.5,4.0,4.0,2.0,2,3
1049,0.30952380952380953,No,Travel_Frequently,Sales,0.25,4,Other,Female,3,Manufacturing Director,Married,0.09907220135477865,0.25,0.5,0,0.32142857142857145,0.5,0.16666666666666666,0.2857142857142857,0.14285714285714285,1.0,1.0,3.0,3,3
1050,0.23809523809523808,No,Travel_Rarely,Sales,0.0,2,Life Sciences,Male,3,Manager,Married,0.2226716748531253,0.125,0.2857142857142857,0,0.10714285714285714,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,3.0,1.0,3.0,3,3
1051,0.47619047619047616,No,Travel_Rarely,Research & Development,0.6428571428571429,3,Medical,Female,2,Manufacturing Director,Married,0.35089408969790364,0.25,0.14285714285714285,2,0.7142857142857143,0.75,0.2222222222222222,0.0,0.21428571428571427,2.0,4.0,2.0,1,3
1052,0.19047619047619047,No,Travel_Rarely,Sales,0.25,3,Marketing,Female,1,Healthcare Representative,Single,0.1299560178496902,0.125,0.07142857142857142,0,0.17857142857142858,0.5,0.2777777777777778,0.14285714285714285,0.14285714285714285,3.0,4.0,3.0,2,3
1053,0.9523809523809523,No,Travel_Frequently,Research & Development,0.32142857142857145,4,Technical Degree,Female,1,Sales Representative,Married,0.12372788853574754,0.25,0.14285714285714285,1,0.8214285714285714,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,3.0,3.0,3,3
1054,0.0,No,Non-Travel,Research & Development,0.03571428571428571,3,Life Sciences,Male,3,Sales Representative,Single,1.0,0.125,0.9285714285714286,2,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3,4
1055,0.30952380952380953,Yes,Travel_Rarely,Research & Development,0.03571428571428571,3,Life Sciences,Male,3,Laboratory Technician,Married,0.07441651417380975,0.0,0.21428571428571427,1,0.07142857142857142,0.5,0.05555555555555555,0.0,0.0,4.0,1.0,3.0,3,3
1056,0.2619047619047619,Yes,Travel_Rarely,Research & Development,0.25,2,Medical,Male,1,Manager,Divorced,0.11839866448361103,0.5,0.21428571428571427,1,0.14285714285714285,1.0,0.1111111111111111,0.2857142857142857,0.0,1.0,1.0,3.0,2,3
1057,0.6428571428571429,No,Non-Travel,Sales,0.0,4,Technical Degree,Male,1,Research Scientist,Married,1.0,0.5,0.2857142857142857,0,0.35714285714285715,0.75,0.4444444444444444,0.7142857142857143,0.5,3.0,3.0,4.0,2,3
1058,0.42857142857142855,No,Travel_Rarely,Sales,0.03571428571428571,3,Technical Degree,Female,5,Laboratory Technician,Married,0.0822498314552634,0.5,0.0,0,0.5357142857142857,1.0,0.05555555555555555,0.0,0.0,4.0,2.0,3.0,3,3
