EmployeeID,Age,Attrition,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1067,0.2619047619047619,No,0.5357142857142857,3,1,0.07711322995922823,1.0,0.0,1,0.39285714285714285,1.0,0.3888888888888889,0.14285714285714285,0.42857142857142855,4.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1068,0.5714285714285714,No,0.03571428571428571,4,2,0.22665254101255258,0.5,0.42857142857142855,1,0.2857142857142857,1.0,0.0,0.0,0.0,4.0,3.0,3.0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1069,0.3333333333333333,Yes,0.0,1,2,0.11120742238916177,0.875,0.0,0,0.25,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,3.0,2.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1070,0.6666666666666666,No,0.7857142857142857,1,2,0.15936306141449164,0.25,0.21428571428571427,0,0.8928571428571429,0.0,1.0,0.2857142857142857,0.5714285714285714,1.0,1.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1071,0.21428571428571427,No,0.03571428571428571,3,5,0.22678095604995344,0.125,0.21428571428571427,2,0.32142857142857145,1.0,0.5,0.7142857142857143,0.5714285714285714,2.0,3.0,3.0,4,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1072,0.2619047619047619,No,0.0,2,3,0.10716234871103406,0.125,1.0,1,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,4.0,2.0,3.0,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1073,0.5952380952380952,No,0.0,3,1,0.40900189412180166,0.875,0.14285714285714285,2,0.75,0.75,0.8888888888888888,0.8571428571428571,1.0,1.0,3.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1074,0.7142857142857143,No,0.03571428571428571,3,2,0.33792417092041477,0.5,0.21428571428571427,0,1.0,0.75,1.0,1.0,0.6428571428571429,4.0,2.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1075,0.2619047619047619,Yes,0.42857142857142855,2,1,0.2703778612475521,0.125,0.42857142857142855,0,0.03571428571428571,0.75,0.05555555555555555,0.14285714285714285,0.0,4.0,4.0,2.0,2,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1076,0.6666666666666666,Yes,0.10714285714285714,4,2,0.11133583742656265,0.625,1.0,1,0.5,0.25,0.4444444444444444,0.0,0.5,3.0,2.0,3.0,4,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1077,0.21428571428571427,No,0.5357142857142857,4,3,0.25612379209605446,0.0,0.6428571428571429,2,0.2857142857142857,0.75,0.3888888888888889,1.0,0.21428571428571427,4.0,1.0,2.0,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1078,0.5,No,0.03571428571428571,3,3,0.5934700953481653,1.0,0.14285714285714285,1,0.25,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,,4.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1079,0.8809523809523809,No,0.03571428571428571,3,1,0.11377572313717936,1.0,0.14285714285714285,1,0.6785714285714286,0.5,0.2777777777777778,0.0,0.2857142857142857,2.0,4.0,4.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1080,0.23809523809523808,No,1.0,2,2,0.37516453176666986,0.125,0.5,1,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,2.0,2.0,3.0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1081,0.2857142857142857,Yes,0.39285714285714285,4,2,0.2530418311984333,0.125,0.07142857142857142,2,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,2.0,4.0,2.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1082,0.09523809523809523,Yes,0.5357142857142857,2,2,0.16501332306013033,0.125,0.5714285714285714,3,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,4.0,2.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1083,0.42857142857142855,No,0.35714285714285715,3,1,0.7821759928087579,0.125,0.21428571428571427,1,0.35714285714285715,0.5,0.5555555555555556,0.14285714285714285,0.5,2.0,3.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1084,0.30952380952380953,No,0.03571428571428571,4,5,0.6014960351857203,0.125,0.21428571428571427,0,0.35714285714285715,0.5,0.5555555555555556,0.0,0.14285714285714285,2.0,3.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1085,0.38095238095238093,No,0.4642857142857143,2,1,0.07871841792673923,0.25,0.21428571428571427,1,0.32142857142857145,0.5,0.2777777777777778,0.14285714285714285,0.0,3.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1086,0.2619047619047619,No,0.14285714285714285,5,1,0.6095219750232752,0.375,0.07142857142857142,0,0.39285714285714285,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,4.0,1.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1087,0.4523809523809524,No,0.21428571428571427,2,1,0.0643359337378407,0.625,0.14285714285714285,0,0.5714285714285714,1.0,0.2777777777777778,0.0,0.2857142857142857,4.0,1.0,3.0,4,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1088,0.40476190476190477,No,0.03571428571428571,1,2,0.05457639089537385,0.0,1.0,1,0.14285714285714285,0.5,0.16666666666666666,0.0,0.14285714285714285,4.0,2.0,3.0,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1089,0.6428571428571429,No,0.07142857142857142,3,2,0.17663488394490995,0.0,0.21428571428571427,1,0.35714285714285715,0.5,0.5,0.42857142857142855,0.5714285714285714,2.0,4.0,2.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1090,0.42857142857142855,No,0.14285714285714285,3,4,1.0,0.125,0.42857142857142855,1,0.35714285714285715,1.0,0.5555555555555556,0.0,0.5714285714285714,2.0,4.0,2.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1091,0.5238095238095238,No,0.07142857142857142,3,1,0.3739445889113615,0.25,0.14285714285714285,0,0.7857142857142857,0.75,1.0,1.0,1.0,1.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1092,0.19047619047619047,No,0.8928571428571429,2,2,0.3725962310186523,0.125,0.14285714285714285,0,0.03571428571428571,0.5,0.05555555555555555,0.14285714285714285,0.0,2.0,3.0,2.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1093,0.21428571428571427,No,0.10714285714285714,3,2,0.26723169283123055,0.0,0.6428571428571429,1,0.32142857142857145,0.25,0.4444444444444444,0.0,0.5,1.0,3.0,,2,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1094,0.7142857142857143,No,0.03571428571428571,3,2,1.0,0.375,0.21428571428571427,0,0.8571428571428571,0.5,1.0,0.5714285714285714,0.5,4.0,4.0,3.0,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1095,0.6190476190476191,No,0.0,2,4,1.0,0.25,0.07142857142857142,1,0.35714285714285715,0.0,0.1111111111111111,0.2857142857142857,0.14285714285714285,2.0,1.0,3.0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1096,0.38095238095238093,Yes,0.9285714285714286,2,1,0.17226877267328003,0.125,0.07142857142857142,1,0.17857142857142858,1.0,0.2777777777777778,0.42857142857142855,0.0,4.0,1.0,3.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1097,0.9047619047619048,Yes,0.0,2,5,0.09952165398568172,0.125,0.7142857142857143,0,0.17857142857142858,0.75,0.2222222222222222,0.14285714285714285,0.0,1.0,4.0,3.0,3,4,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1098,0.42857142857142855,No,0.42857142857142855,3,3,0.09682493820026325,0.25,0.21428571428571427,0,0.42857142857142855,0.75,0.2222222222222222,0.14285714285714285,0.21428571428571427,3.0,2.0,1.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1099,0.5476190476190477,No,0.14285714285714285,3,1,0.36046100998426917,0.625,0.5,0,0.5,0.75,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,2.0,3.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1100,0.5714285714285714,No,0.21428571428571427,3,2,1.0,1.0,0.07142857142857142,1,0.6428571428571429,1.0,0.7222222222222222,0.7142857142857143,0.5,3.0,1.0,4.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1101,0.30952380952380953,No,0.2857142857142857,4,1,0.970496645157148,0.25,0.8571428571428571,1,0.2857142857142857,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,4.0,3.0,2,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1102,0.38095238095238093,No,0.25,1,3,0.10119104947189315,0.375,0.07142857142857142,0,0.32142857142857145,1.0,0.2222222222222222,0.0,0.07142857142857142,4.0,4.0,2.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1103,0.30952380952380953,No,0.8571428571428571,2,3,1.0,1.0,0.7142857142857143,2,0.14285714285714285,0.75,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,3.0,2.0,4,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1104,0.19047619047619047,No,0.5357142857142857,2,2,0.47327362034094195,,0.21428571428571427,0,0.2857142857142857,0.75,0.3888888888888889,1.0,0.5,3.0,4.0,3.0,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1105,0.6428571428571429,No,0.25,4,2,0.12745192462037305,0.5,0.5,1,0.42857142857142855,0.5,0.2222222222222222,0.0,0.21428571428571427,2.0,3.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1106,0.35714285714285715,No,0.0,3,5,0.013740409001894122,0.125,0.14285714285714285,1,0.35714285714285715,0.75,0.5555555555555556,0.0,0.6428571428571429,2.0,3.0,2.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1107,0.23809523809523808,No,0.25,3,4,0.00699861953834794,0.125,0.0,0,0.25,0.75,0.3888888888888889,0.0,0.5,3.0,4.0,3.0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1108,0.2619047619047619,Yes,0.03571428571428571,4,2,0.1198112298950207,0.125,0.0,0,0.03571428571428571,0.75,0.05555555555555555,0.0,0.0,3.0,1.0,3.0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1109,0.5,No,0.25,5,2,1.0,0.75,0.5714285714285714,1,0.35714285714285715,1.0,0.16666666666666666,0.14285714285714285,0.14285714285714285,1.0,3.0,3.0,3,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1110,0.21428571428571427,No,0.07142857142857142,2,2,0.8069600950271276,0.125,0.07142857142857142,1,0.21428571428571427,0.5,0.2777777777777778,0.14285714285714285,0.14285714285714285,2.0,2.0,2.0,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1111,0.38095238095238093,No,0.2857142857142857,4,2,0.10375935021991076,0.125,0.07142857142857142,3,0.5714285714285714,1.0,0.8333333333333334,0.8571428571428571,0.7857142857142857,3.0,4.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1112,0.23809523809523808,Yes,0.8571428571428571,3,1,1.0,0.375,0.35714285714285715,1,0.21428571428571427,1.0,0.1111111111111111,0.2857142857142857,0.14285714285714285,4.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1113,0.6904761904761905,No,0.0,4,1,0.22658833349385213,1.0,0.0,0,0.5714285714285714,0.75,0.4444444444444444,0.14285714285714285,0.5,3.0,2.0,4.0,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1114,0.9047619047619048,No,0.10714285714285714,3,2,1.0,0.5,0.21428571428571427,0,0.21428571428571427,1.0,0.0,0.0,0.0,4.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1115,0.5,No,0.0,3,1,0.6101640502102796,0.125,0.07142857142857142,1,0.35714285714285715,0.5,0.5555555555555556,1.0,0.6428571428571429,1.0,1.0,3.0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1116,0.47619047619047616,No,0.10714285714285714,2,1,0.2205528267360108,0.125,0.14285714285714285,0,0.7142857142857143,0.5,1.0,0.0,0.5,4.0,2.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1117,0.9523809523809523,No,0.14285714285714285,3,5,0.0735176089120036,0.5,0.7142857142857143,1,1.0,0.75,0.05555555555555555,0.0,0.0,4.0,4.0,2.0,3,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1118,0.3333333333333333,Yes,0.2857142857142857,3,2,1.0,0.375,0.42857142857142855,1,0.2857142857142857,0.5,0.2222222222222222,0.0,0.21428571428571427,1.0,3.0,3.0,3,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1119,0.47619047619047616,No,0.07142857142857142,4,1,0.22350637259623102,0.25,0.7142857142857143,1,0.35714285714285715,0.25,0.2777777777777778,0.0,0.21428571428571427,2.0,4.0,4.0,3,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1120,0.7380952380952381,No,0.35714285714285715,4,2,0.16032617419499823,0.375,0.0,1,1.0,1.0,0.2777777777777778,0.5714285714285714,0.21428571428571427,2.0,4.0,3.0,2,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1121,0.5714285714285714,No,0.0,3,1,0.08751484798869948,0.375,0.07142857142857142,1,0.5,0.75,0.0,0.0,0.0,2.0,4.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1122,0.21428571428571427,Yes,0.25,1,4,0.592121737455456,0.125,0.14285714285714285,1,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,1.0,2.0,3.0,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1123,0.40476190476190477,No,0.8571428571428571,1,1,0.2825772898006357,0.0,0.5,0,0.21428571428571427,1.0,0.2777777777777778,0.0,0.2857142857142857,2.0,1.0,1.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1124,0.23809523809523808,No,0.7142857142857143,1,3,0.4474621978233651,0.125,0.35714285714285715,2,0.17857142857142858,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,3.0,2.0,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1125,0.30952380952380953,No,0.7857142857142857,1,1,0.183505088445857,0.125,0.0,1,0.14285714285714285,1.0,0.2222222222222222,0.2857142857142857,0.21428571428571427,3.0,1.0,4.0,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1126,0.42857142857142855,No,0.0,3,2,0.11743555170310443,0.125,0.5714285714285714,2,0.17857142857142858,1.0,0.2777777777777778,0.0,0.14285714285714285,1.0,2.0,3.0,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1127,0.38095238095238093,No,0.03571428571428571,3,4,0.23666891392982117,0.125,0.35714285714285715,1,0.5,0.5,0.7777777777777778,0.2857142857142857,0.07142857142857142,1.0,4.0,2.0,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1128,0.38095238095238093,No,0.6428571428571429,3,1,0.14960351857202478,0.125,0.35714285714285715,0,0.32142857142857145,0.5,0.4444444444444444,0.14285714285714285,0.07142857142857142,4.0,3.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1129,0.19047619047619047,No,0.03571428571428571,2,2,0.06876625252817105,0.0,0.14285714285714285,0,0.2857142857142857,1.0,0.3888888888888889,1.0,0.42857142857142855,3.0,1.0,2.0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1130,0.2619047619047619,No,0.03571428571428571,4,2,0.06979357282737808,0.0,0.7857142857142857,0,0.21428571428571427,0.5,0.2777777777777778,0.0,0.14285714285714285,1.0,1.0,2.0,4,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1131,0.3333333333333333,No,0.07142857142857142,1,3,0.3338790972422871,0.625,0.42857142857142855,1,0.32142857142857145,1.0,0.2777777777777778,0.14285714285714285,0.14285714285714285,3.0,4.0,3.0,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1132,0.30952380952380953,No,0.8571428571428571,5,2,1.0,0.125,0.21428571428571427,1,0.35714285714285715,0.5,0.5555555555555556,1.0,0.5,4.0,1.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1133,0.23809523809523808,Yes,0.21428571428571427,5,2,1.0,0.625,0.2857142857142857,1,0.21428571428571427,0.5,0.2222222222222222,0.0,0.21428571428571427,3.0,4.0,2.0,2,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1134,0.47619047619047616,No,0.2857142857142857,2,3,0.08751484798869948,0.5,0.07142857142857142,0,0.7142857142857143,0.75,0.05555555555555555,0.0,0.0,1.0,1.0,2.0,2,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1135,0.40476190476190477,No,0.14285714285714285,3,2,0.24873992744550386,0.125,0.5,1,0.35714285714285715,0.25,0.5555555555555556,0.0,0.6428571428571429,3.0,4.0,3.0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1136,0.21428571428571427,No,0.03571428571428571,3,1,0.18588076663777328,0.125,0.2857142857142857,0,0.25,0.5,0.3888888888888889,0.0,0.5,4.0,4.0,3.0,3,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1137,0.3333333333333333,No,0.25,1,2,0.23230280265819128,1.0,0.42857142857142855,1,0.2857142857142857,0.5,0.05555555555555555,0.0,0.0,4.0,4.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1138,0.30952380952380953,Yes,0.03571428571428571,1,3,0.3907027512921763,0.125,0.21428571428571427,1,0.35714285714285715,0.5,0.5555555555555556,0.0,0.5714285714285714,1.0,4.0,3.0,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1139,0.8333333333333334,Yes,0.6071428571428571,3,1,0.15499695014286172,0.75,0.2857142857142857,1,0.5357142857142857,1.0,0.1111111111111111,0.2857142857142857,0.14285714285714285,1.0,1.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1140,0.8571428571428571,No,0.4642857142857143,3,3,0.3637355934379916,0.375,0.42857142857142855,1,0.32142857142857145,0.5,0.2222222222222222,0.2857142857142857,0.21428571428571427,1.0,3.0,2.0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1141,0.35714285714285715,No,0.03571428571428571,4,4,1.0,0.125,0.21428571428571427,3,0.32142857142857145,0.5,0.5,0.2857142857142857,0.5714285714285714,4.0,3.0,3.0,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1142,0.5952380952380952,No,0.07142857142857142,3,1,0.5191177886930559,0.125,0.07142857142857142,1,0.35714285714285715,0.0,0.5555555555555556,0.0,0.6428571428571429,1.0,3.0,3.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1143,0.47619047619047616,No,0.03571428571428571,5,4,0.47751131657517093,0.0,0.21428571428571427,0,0.25,0.75,0.3333333333333333,0.14285714285714285,0.14285714285714285,4.0,2.0,3.0,2,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1144,0.8809523809523809,No,0.2857142857142857,3,2,0.7003114064656971,0.5,0.2857142857142857,1,1.0,0.75,0.5555555555555556,0.14285714285714285,0.2857142857142857,3.0,2.0,3.0,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1145,0.30952380952380953,No,0.17857142857142858,3,1,0.22633150341905037,0.125,0.14285714285714285,0,0.03571428571428571,0.5,0.05555555555555555,0.0,0.0,4.0,4.0,3.0,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1146,0.5,No,0.10714285714285714,3,2,0.5677870878679894,0.0,0.07142857142857142,1,0.75,1.0,1.0,1.0,0.7142857142857143,2.0,1.0,3.0,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1147,0.5714285714285714,No,0.32142857142857145,4,2,0.3301550611576616,0.125,0.14285714285714285,1,0.7142857142857143,0.75,1.0,0.42857142857142855,0.5,4.0,3.0,3.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1148,0.30952380952380953,No,0.4642857142857143,2,2,0.08302032167966869,0.5,0.21428571428571427,0,0.4642857142857143,0.75,0.6111111111111112,0.5714285714285714,0.5714285714285714,3.0,3.0,4.0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1149,0.8571428571428571,No,0.0,3,2,0.08687277280169507,0.75,0.14285714285714285,1,0.32142857142857145,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,3.0,1.0,3.0,4,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1150,0.14285714285714285,No,0.14285714285714285,4,1,1.0,0.125,0.0,2,0.14285714285714285,1.0,0.2222222222222222,0.14285714285714285,0.14285714285714285,2.0,3.0,2.0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1151,0.11904761904761904,No,0.21428571428571427,3,2,1.0,0.125,0.0,1,0.17857142857142858,0.5,0.2777777777777778,0.14285714285714285,0.2857142857142857,4.0,4.0,4.0,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1152,0.5238095238095238,No,0.7142857142857143,3,3,1.0,0.125,0.7142857142857143,0,0.35714285714285715,0.25,0.5555555555555556,1.0,0.2857142857142857,4.0,3.0,4.0,2,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1153,0.5238095238095238,No,0.25,1,5,0.16276605990561493,0.375,0.5,3,0.5357142857142857,0.75,0.6111111111111112,0.7142857142857143,0.7142857142857143,2.0,2.0,3.0,2,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1154,0.16666666666666666,No,0.6785714285714286,5,2,0.4809785225849947,0.5,0.07142857142857142,0,0.21428571428571427,0.5,0.1111111111111111,0.14285714285714285,0.14285714285714285,3.0,2.0,3.0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1155,0.2857142857142857,No,0.6785714285714286,4,2,0.23448585829400623,0.125,0.0,0,0.42857142857142855,0.75,0.6666666666666666,0.14285714285714285,0.5,4.0,2.0,2.0,2,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1156,0.16666666666666666,No,0.21428571428571427,2,5,0.1986580628591608,0.75,0.2857142857142857,1,0.25,0.5,0.1111111111111111,0.0,0.14285714285714285,4.0,3.0,2.0,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
